Protein,Log2Intensity,Run,Condition,BioReplicate,Intensity
sp|P40581|GPX3_YEAST,27.40111154,JD_06232014_sample4_C.raw,Condition4,4,177237856.1
sp|P40581|GPX3_YEAST,26.95931435,JD_06232014_sample4-A.raw,Condition4,4,130485508.4
sp|P40582|GST1_YEAST,26.12784186,JD_06232014_sample1_B.raw,Condition1,1,73327034.54
sp|P40582|GST1_YEAST,26.28811907,JD_06232014_sample1_C.raw,Condition1,1,81943096.2
sp|P40582|GST1_YEAST,26.07233942,JD_06232014_sample1-A.raw,Condition1,1,70559618.27
sp|P40582|GST1_YEAST,25.67068738,JD_06232014_sample2_A.raw,Condition2,2,53412992.55
sp|P40582|GST1_YEAST,25.95619178,JD_06232014_sample2_B.raw,Condition2,2,65101695.43
sp|P40582|GST1_YEAST,25.96607356,JD_06232014_sample2_C.raw,Condition2,2,65549141.97
sp|P40582|GST1_YEAST,25.96651659,JD_06232014_sample3_A.raw,Condition3,3,65569274.22
sp|P40582|GST1_YEAST,25.93818973,JD_06232014_sample3_B.raw,Condition3,3,64294399.13
sp|P40582|GST1_YEAST,25.97699525,JD_06232014_sample3_C.raw,Condition3,3,66047254.23
sp|P40582|GST1_YEAST,26.14019658,JD_06232014_sample4_B.raw,Condition4,4,73957677.27
sp|P40582|GST1_YEAST,26.04826255,JD_06232014_sample4_C.raw,Condition4,4,69391833.46
sp|P40582|GST1_YEAST,25.79649901,JD_06232014_sample4-A.raw,Condition4,4,58280059.32
sp|P40693|RLP7_YEAST,25.63288241,JD_06232014_sample1_B.raw,Condition1,1,52031516.12
sp|P40693|RLP7_YEAST,25.64268788,JD_06232014_sample1_C.raw,Condition1,1,52386359.79
sp|P40693|RLP7_YEAST,25.50883395,JD_06232014_sample1-A.raw,Condition1,1,47744590.56
sp|P40693|RLP7_YEAST,25.58748214,JD_06232014_sample2_A.raw,Condition2,2,50419628.07
sp|P40693|RLP7_YEAST,25.66108741,JD_06232014_sample2_B.raw,Condition2,2,53058752.13
sp|P40693|RLP7_YEAST,25.57105438,JD_06232014_sample2_C.raw,Condition2,2,49848763.39
sp|P40693|RLP7_YEAST,25.10750603,JD_06232014_sample3_A.raw,Condition3,3,36150343.75
sp|P40693|RLP7_YEAST,25.55258084,JD_06232014_sample3_B.raw,Condition3,3,49214525.19
sp|P40693|RLP7_YEAST,25.46716147,JD_06232014_sample3_C.raw,Condition3,3,46385207.84
sp|P40693|RLP7_YEAST,25.54616735,JD_06232014_sample4_B.raw,Condition4,4,48996227.96
sp|P40693|RLP7_YEAST,25.48344809,JD_06232014_sample4_C.raw,Condition4,4,46911818.47
sp|P40693|RLP7_YEAST,25.79093353,JD_06232014_sample4-A.raw,Condition4,4,58055665.62
sp|P40825|SYA_YEAST,27.46990972,JD_06232014_sample1_B.raw,Condition1,1,185894612.7
sp|P40825|SYA_YEAST,27.39734169,JD_06232014_sample1_C.raw,Condition1,1,176775327.4
sp|P40825|SYA_YEAST,27.39719288,JD_06232014_sample1-A.raw,Condition1,1,176757094.4
sp|P40825|SYA_YEAST,27.47069751,JD_06232014_sample2_A.raw,Condition2,2,185996149
sp|P40825|SYA_YEAST,27.5081648,JD_06232014_sample2_B.raw,Condition2,2,190889803.3
sp|P40825|SYA_YEAST,27.41464987,JD_06232014_sample2_C.raw,Condition2,2,178908894.2
sp|P40825|SYA_YEAST,27.36300214,JD_06232014_sample3_A.raw,Condition3,3,172617338.3
sp|P40825|SYA_YEAST,27.42201275,JD_06232014_sample3_B.raw,Condition3,3,179824300.3
sp|P40825|SYA_YEAST,27.33797821,JD_06232014_sample3_C.raw,Condition3,3,169649061.7
sp|P40825|SYA_YEAST,27.42252336,JD_06232014_sample4_B.raw,Condition4,4,179887956.4
sp|P40825|SYA_YEAST,27.3539815,JD_06232014_sample4_C.raw,Condition4,4,171541393
sp|P40825|SYA_YEAST,27.46955199,JD_06232014_sample4-A.raw,Condition4,4,185848524.1
sp|P40850|MKT1_YEAST,24.6156023,JD_06232014_sample1_B.raw,Condition1,1,25706008.9
sp|P40850|MKT1_YEAST,24.47933502,JD_06232014_sample1_C.raw,Condition1,1,23389132.54
sp|P40850|MKT1_YEAST,24.56850731,JD_06232014_sample1-A.raw,Condition1,1,24880416.66
sp|P40850|MKT1_YEAST,24.7575227,JD_06232014_sample2_A.raw,Condition2,2,28363312.57
sp|P40850|MKT1_YEAST,24.58675718,JD_06232014_sample2_B.raw,Condition2,2,25197149.18
sp|P40850|MKT1_YEAST,24.52593274,JD_06232014_sample2_C.raw,Condition2,2,24156912.51
sp|P40850|MKT1_YEAST,24.54886509,JD_06232014_sample3_A.raw,Condition3,3,24543966.62
sp|P40850|MKT1_YEAST,24.51308263,JD_06232014_sample3_B.raw,Condition3,3,23942701.87
sp|P40850|MKT1_YEAST,24.42923469,JD_06232014_sample3_C.raw,Condition3,3,22590841.72
sp|P40850|MKT1_YEAST,24.53751167,JD_06232014_sample4_B.raw,Condition4,4,24351573.66
sp|P40850|MKT1_YEAST,24.55634056,JD_06232014_sample4_C.raw,Condition4,4,24671473.72
sp|P40850|MKT1_YEAST,24.66267662,JD_06232014_sample4-A.raw,Condition4,4,26558615.77
sp|P40856|SA185_YEAST,23.44213948,JD_06232014_sample1_B.raw,Condition1,1,11396910.72
sp|P40856|SA185_YEAST,23.26573923,JD_06232014_sample1_C.raw,Condition1,1,10085220.07
sp|P40856|SA185_YEAST,23.3662634,JD_06232014_sample1-A.raw,Condition1,1,10812999.18
sp|P40856|SA185_YEAST,23.13422512,JD_06232014_sample2_A.raw,Condition2,2,9206523.956
sp|P40856|SA185_YEAST,23.52138042,JD_06232014_sample2_B.raw,Condition2,2,12040403.63
sp|P40856|SA185_YEAST,23.60536536,JD_06232014_sample2_C.raw,Condition2,2,12762126.11
sp|P40856|SA185_YEAST,23.56075909,JD_06232014_sample3_A.raw,Condition3,3,12373575.33
sp|P40856|SA185_YEAST,23.48002006,JD_06232014_sample3_B.raw,Condition3,3,11700120.56
sp|P40856|SA185_YEAST,23.45291984,JD_06232014_sample3_C.raw,Condition3,3,11482391.7
sp|P40856|SA185_YEAST,23.36709559,JD_06232014_sample4_B.raw,Condition4,4,10819238.24
sp|P40856|SA185_YEAST,23.53060852,JD_06232014_sample4_C.raw,Condition4,4,12117666.08
sp|P40856|SA185_YEAST,23.36841086,JD_06232014_sample4-A.raw,Condition4,4,10829106.38
sp|P40858|RN49_YEAST,24.64706565,JD_06232014_sample1_B.raw,Condition1,1,26272782.21
sp|P40858|RN49_YEAST,24.60904026,JD_06232014_sample1_C.raw,Condition1,1,25589351.67
sp|P40858|RN49_YEAST,24.62538025,JD_06232014_sample1-A.raw,Condition1,1,25880824.63
sp|P40858|RN49_YEAST,24.81183967,JD_06232014_sample2_A.raw,Condition2,2,29451538.62
sp|P40858|RN49_YEAST,24.58592085,JD_06232014_sample2_B.raw,Condition2,2,25182546.63
sp|P40858|RN49_YEAST,24.58172362,JD_06232014_sample2_C.raw,Condition2,2,25109389.57
sp|P40858|RN49_YEAST,24.75901298,JD_06232014_sample3_A.raw,Condition3,3,28392626.54
sp|P40858|RN49_YEAST,24.53512481,JD_06232014_sample3_B.raw,Condition3,3,24311318.62
sp|P40858|RN49_YEAST,24.54697907,JD_06232014_sample3_C.raw,Condition3,3,24511901.51
sp|P40858|RN49_YEAST,24.51569805,JD_06232014_sample4_B.raw,Condition4,4,23986146.27
sp|P40858|RN49_YEAST,24.65775965,JD_06232014_sample4_C.raw,Condition4,4,26468253.2
sp|P40858|RN49_YEAST,24.7224123,JD_06232014_sample4-A.raw,Condition4,4,27681375.56
sp|P40893|REE1_YEAST,25.70095942,JD_06232014_sample1_B.raw,Condition1,1,54545597.42
sp|P40893|REE1_YEAST,25.53912899,JD_06232014_sample1_C.raw,Condition1,1,48757776.15
sp|P40893|REE1_YEAST,25.70684064,JD_06232014_sample1-A.raw,Condition1,1,54768409.17
sp|P40893|REE1_YEAST,25.81991066,JD_06232014_sample2_A.raw,Condition2,2,59233527.14
sp|P40893|REE1_YEAST,25.64671497,JD_06232014_sample2_B.raw,Condition2,2,52532793.58
sp|P40893|REE1_YEAST,25.64133343,JD_06232014_sample2_C.raw,Condition2,2,52337200.81
sp|P40893|REE1_YEAST,25.78142492,JD_06232014_sample3_A.raw,Condition3,3,57674286.69
sp|P40893|REE1_YEAST,25.44170901,JD_06232014_sample3_B.raw,Condition3,3,45574042.5
sp|P40893|REE1_YEAST,25.41145987,JD_06232014_sample3_C.raw,Condition3,3,44628434.68
sp|P40893|REE1_YEAST,25.67543216,JD_06232014_sample4_B.raw,Condition4,4,53588948.03
sp|P40893|REE1_YEAST,25.62976126,JD_06232014_sample4_C.raw,Condition4,4,51919071.96
sp|P40893|REE1_YEAST,25.95320227,JD_06232014_sample4-A.raw,Condition4,4,64966933.3
sp|P40956|GTS1_YEAST,24.72016145,JD_06232014_sample1_B.raw,Condition1,1,27638221.57
sp|P40956|GTS1_YEAST,24.73072575,JD_06232014_sample1_C.raw,Condition1,1,27841348.42
sp|P40956|GTS1_YEAST,24.60927134,JD_06232014_sample1-A.raw,Condition1,1,25593450.71
sp|P40956|GTS1_YEAST,24.85268713,JD_06232014_sample2_A.raw,Condition2,2,30297325.93
sp|P40956|GTS1_YEAST,24.56784569,JD_06232014_sample2_B.raw,Condition2,2,24869009.12
sp|P40956|GTS1_YEAST,24.6578322,JD_06232014_sample2_C.raw,Condition2,2,26469584.26
sp|P40956|GTS1_YEAST,24.58877197,JD_06232014_sample3_A.raw,Condition3,3,25232362.74
sp|P40956|GTS1_YEAST,24.50371648,JD_06232014_sample3_B.raw,Condition3,3,23787766.44
sp|P40956|GTS1_YEAST,24.48487624,JD_06232014_sample3_C.raw,Condition3,3,23479140.16
sp|P40956|GTS1_YEAST,24.59370273,JD_06232014_sample4_B.raw,Condition4,4,25318748
sp|P40956|GTS1_YEAST,24.56554967,JD_06232014_sample4_C.raw,Condition4,4,24829462.07
sp|P40956|GTS1_YEAST,24.64192392,JD_06232014_sample4-A.raw,Condition4,4,26179313.31
sp|P40957|MAD1_YEAST,23.89975044,JD_06232014_sample1_B.raw,Condition1,1,15650988.46
sp|P40957|MAD1_YEAST,23.76825986,JD_06232014_sample1_C.raw,Condition1,1,14287596.04
sp|P40957|MAD1_YEAST,23.73912931,JD_06232014_sample1-A.raw,Condition1,1,14001997.42
sp|P40957|MAD1_YEAST,23.69516884,JD_06232014_sample2_A.raw,Condition2,2,13581776.3
sp|P40957|MAD1_YEAST,23.85818103,JD_06232014_sample2_B.raw,Condition2,2,15206460.28
sp|P40957|MAD1_YEAST,23.65561852,JD_06232014_sample2_C.raw,Condition2,2,13214500.16
sp|P40957|MAD1_YEAST,23.84404094,JD_06232014_sample3_A.raw,Condition3,3,15058147.29
sp|P40957|MAD1_YEAST,23.47943617,JD_06232014_sample3_B.raw,Condition3,3,11695386.23
sp|P40957|MAD1_YEAST,23.64966352,JD_06232014_sample3_C.raw,Condition3,3,13160067.2
sp|P40957|MAD1_YEAST,23.41148448,JD_06232014_sample4_B.raw,Condition4,4,11157298.99
sp|P40957|MAD1_YEAST,23.44328656,JD_06232014_sample4_C.raw,Condition4,4,11405975.95
sp|P40957|MAD1_YEAST,23.91439711,JD_06232014_sample4-A.raw,Condition4,4,15810691.27
sp|P40959|MVP1_YEAST,23.94583037,JD_06232014_sample1_B.raw,Condition1,1,16158952.8
sp|P40959|MVP1_YEAST,23.83109642,JD_06232014_sample1_C.raw,Condition1,1,14923643.02
sp|P40959|MVP1_YEAST,23.95167316,JD_06232014_sample1-A.raw,Condition1,1,16224527.86
sp|P40959|MVP1_YEAST,23.56438239,JD_06232014_sample2_A.raw,Condition2,2,12404690.38
sp|P40959|MVP1_YEAST,23.92369733,JD_06232014_sample2_B.raw,Condition2,2,15912942.87
sp|P40959|MVP1_YEAST,23.81363738,JD_06232014_sample2_C.raw,Condition2,2,14744130.2
sp|P40959|MVP1_YEAST,24.02613146,JD_06232014_sample3_A.raw,Condition3,3,17083869.66
sp|P40959|MVP1_YEAST,23.7660258,JD_06232014_sample3_B.raw,Condition3,3,14265488.35
sp|P40959|MVP1_YEAST,23.79018289,JD_06232014_sample3_C.raw,Condition3,3,14506366.72
sp|P40959|MVP1_YEAST,23.55870131,JD_06232014_sample4_B.raw,Condition4,4,12355938.93
sp|P40959|MVP1_YEAST,23.86861375,JD_06232014_sample4_C.raw,Condition4,4,15316823
sp|P40959|MVP1_YEAST,23.47324427,JD_06232014_sample4-A.raw,Condition4,4,11645298.38
sp|P40961|PHB1_YEAST,26.6443092,JD_06232014_sample1_B.raw,Condition1,1,104890530.7
sp|P40961|PHB1_YEAST,26.67198539,JD_06232014_sample1_C.raw,Condition1,1,106922141
sp|P40961|PHB1_YEAST,26.67274251,JD_06232014_sample1-A.raw,Condition1,1,106978268
sp|P40961|PHB1_YEAST,26.7864641,JD_06232014_sample2_A.raw,Condition2,2,115752178.1
sp|P40961|PHB1_YEAST,26.63486115,JD_06232014_sample2_B.raw,Condition2,2,104205858.6
sp|P40961|PHB1_YEAST,26.68955948,JD_06232014_sample2_C.raw,Condition2,2,108232570.9
sp|P40961|PHB1_YEAST,26.80187247,JD_06232014_sample3_A.raw,Condition3,3,116995067.8
sp|P40961|PHB1_YEAST,26.65319611,JD_06232014_sample3_B.raw,Condition3,3,105538643.9
sp|P40961|PHB1_YEAST,26.65792886,JD_06232014_sample3_C.raw,Condition3,3,105885431.1
sp|P40961|PHB1_YEAST,26.66054187,JD_06232014_sample4_B.raw,Condition4,4,106077384.6
sp|P40961|PHB1_YEAST,26.74803984,JD_06232014_sample4_C.raw,Condition4,4,112709965.6
sp|P40961|PHB1_YEAST,26.81714623,JD_06232014_sample4-A.raw,Condition4,4,118240270.2
sp|P40962|RTS2_YEAST,23.40265732,JD_06232014_sample1_B.raw,Condition1,1,11089241.24
sp|P40962|RTS2_YEAST,23.31876109,JD_06232014_sample1_C.raw,Condition1,1,10462766.9
sp|P40962|RTS2_YEAST,23.95739332,JD_06232014_sample1-A.raw,Condition1,1,16288984.39
sp|P40962|RTS2_YEAST,23.45992726,JD_06232014_sample2_A.raw,Condition2,2,11538299.33
sp|P40962|RTS2_YEAST,23.55028162,JD_06232014_sample2_B.raw,Condition2,2,12284038.64
sp|P40962|RTS2_YEAST,23.80833521,JD_06232014_sample2_C.raw,Condition2,2,14690042.26
sp|P40962|RTS2_YEAST,24.37927881,JD_06232014_sample3_A.raw,Condition3,3,21821982.06
sp|P40962|RTS2_YEAST,23.68718498,JD_06232014_sample3_B.raw,Condition3,3,13506822.48
sp|P40962|RTS2_YEAST,23.28817687,JD_06232014_sample3_C.raw,Condition3,3,10243297.4
sp|P40962|RTS2_YEAST,23.61043778,JD_06232014_sample4_B.raw,Condition4,4,12807075.88
sp|P40962|RTS2_YEAST,24.41848801,JD_06232014_sample4_C.raw,Condition4,4,22423187.05
sp|P40962|RTS2_YEAST,23.77096865,JD_06232014_sample4-A.raw,Condition4,4,14314447.49
sp|P40970|LCB2_YEAST,25.28465647,JD_06232014_sample1_B.raw,Condition1,1,40873330.55
sp|P40970|LCB2_YEAST,25.20093174,JD_06232014_sample1_C.raw,Condition1,1,38568821.82
sp|P40970|LCB2_YEAST,25.22360008,JD_06232014_sample1-A.raw,Condition1,1,39179620.29
sp|P40970|LCB2_YEAST,25.34307591,JD_06232014_sample2_A.raw,Condition2,2,42562392.4
sp|P40970|LCB2_YEAST,25.25920671,JD_06232014_sample2_B.raw,Condition2,2,40158629.8
sp|P40970|LCB2_YEAST,25.19348942,JD_06232014_sample2_C.raw,Condition2,2,38370372.1
sp|P40970|LCB2_YEAST,25.29370747,JD_06232014_sample3_A.raw,Condition3,3,41130562.6
sp|P40970|LCB2_YEAST,25.19550165,JD_06232014_sample3_B.raw,Condition3,3,38423927.35
sp|P40970|LCB2_YEAST,25.1625102,JD_06232014_sample3_C.raw,Condition3,3,37555222.25
sp|P40970|LCB2_YEAST,25.16588034,JD_06232014_sample4_B.raw,Condition4,4,37643053.91
sp|P40970|LCB2_YEAST,24.99395136,JD_06232014_sample4_C.raw,Condition4,4,33414046.26
sp|P40970|LCB2_YEAST,25.26493907,JD_06232014_sample4-A.raw,Condition4,4,40318512.29
sp|P40986|CDC1_YEAST,24.90878455,JD_06232014_sample1_B.raw,Condition1,1,31498603.89
sp|P40986|CDC1_YEAST,24.84765045,JD_06232014_sample1_C.raw,Condition1,1,30191737.52
sp|P40986|CDC1_YEAST,24.97166068,JD_06232014_sample1-A.raw,Condition1,1,32901743.04
sp|P40986|CDC1_YEAST,24.91338182,JD_06232014_sample2_A.raw,Condition2,2,31599136.96
sp|P40986|CDC1_YEAST,24.85679466,JD_06232014_sample2_B.raw,Condition2,2,30383709.05
sp|P40986|CDC1_YEAST,24.74998562,JD_06232014_sample2_C.raw,Condition2,2,28215520.35
sp|P40986|CDC1_YEAST,24.93835968,JD_06232014_sample3_A.raw,Condition3,3,32150986.74
sp|P40986|CDC1_YEAST,24.93672423,JD_06232014_sample3_B.raw,Condition3,3,32114560.79
sp|P40986|CDC1_YEAST,24.82117451,JD_06232014_sample3_C.raw,Condition3,3,29642720.23
sp|P40986|CDC1_YEAST,24.92881314,JD_06232014_sample4_B.raw,Condition4,4,31938940.95
sp|P40986|CDC1_YEAST,24.7973248,JD_06232014_sample4_C.raw,Condition4,4,29156714.01
sp|P40986|CDC1_YEAST,24.99766232,JD_06232014_sample4-A.raw,Condition4,4,33500105.89
sp|P40988|FET4_YEAST,22.12059296,JD_06232014_sample1_B.raw,Condition1,1,4559970.182
sp|P40988|FET4_YEAST,22.31150661,JD_06232014_sample1_C.raw,Condition1,1,5205143.872
sp|P40988|FET4_YEAST,22.06179959,JD_06232014_sample1-A.raw,Condition1,1,4377875.784
sp|P40988|FET4_YEAST,22.27321743,JD_06232014_sample2_A.raw,Condition2,2,5068816.233
sp|P40988|FET4_YEAST,22.06071967,JD_06232014_sample2_B.raw,Condition2,2,4374599.98
sp|P40988|FET4_YEAST,20.48157559,JD_06232014_sample2_C.raw,Condition2,2,1464092.821
sp|P40988|FET4_YEAST,22.56077099,JD_06232014_sample3_A.raw,Condition3,3,6186838.698
sp|P40988|FET4_YEAST,21.35964823,JD_06232014_sample3_B.raw,Condition3,3,2690882.994
sp|P40988|FET4_YEAST,21.17867426,JD_06232014_sample3_C.raw,Condition3,3,2373647.48
sp|P40988|FET4_YEAST,21.45250432,JD_06232014_sample4_B.raw,Condition4,4,2869771.263
sp|P40988|FET4_YEAST,20.93107648,JD_06232014_sample4_C.raw,Condition4,4,1999317.936
sp|P40988|FET4_YEAST,20.41321108,JD_06232014_sample4-A.raw,Condition4,4,1396332.489
sp|P40989|FKS2_YEAST,22.91061958,JD_06232014_sample1_B.raw,Condition1,1,7884673.476
sp|P40989|FKS2_YEAST,22.89947308,JD_06232014_sample1_C.raw,Condition1,1,7823989.915
sp|P40989|FKS2_YEAST,22.57791693,JD_06232014_sample1-A.raw,Condition1,1,6260805.838
sp|P40989|FKS2_YEAST,22.40626868,JD_06232014_sample2_A.raw,Condition2,2,5558517.325
sp|P40989|FKS2_YEAST,22.48140964,JD_06232014_sample2_B.raw,Condition2,2,5855697.676
sp|P40989|FKS2_YEAST,22.62115443,JD_06232014_sample2_C.raw,Condition2,2,6451281.906
sp|P40989|FKS2_YEAST,22.69197712,JD_06232014_sample3_A.raw,Condition3,3,6775881.06
sp|P40989|FKS2_YEAST,22.8008187,JD_06232014_sample3_B.raw,Condition3,3,7306852.733
sp|P40989|FKS2_YEAST,23.11407654,JD_06232014_sample3_C.raw,Condition3,3,9078839.962
sp|P40989|FKS2_YEAST,22.41282577,JD_06232014_sample4_B.raw,Condition4,4,5583838.443
sp|P40989|FKS2_YEAST,22.26713359,JD_06232014_sample4_C.raw,Condition4,4,5047486.058
sp|P40989|FKS2_YEAST,23.00854653,JD_06232014_sample4-A.raw,Condition4,4,8438449.626
sp|P40990|MSS2_YEAST,24.79146161,JD_06232014_sample1_B.raw,Condition1,1,29038460.02
sp|P40990|MSS2_YEAST,25.00609241,JD_06232014_sample1_C.raw,Condition1,1,33696429.86
sp|P40990|MSS2_YEAST,24.54302041,JD_06232014_sample1-A.raw,Condition1,1,24444734.67
sp|P40990|MSS2_YEAST,20.47788348,JD_06232014_sample2_A.raw,Condition2,2,1460350.74
sp|P40990|MSS2_YEAST,24.98084977,JD_06232014_sample2_B.raw,Condition2,2,33111975.95
sp|P40990|MSS2_YEAST,21.3551478,JD_06232014_sample2_C.raw,Condition2,2,2682501.97
sp|P40990|MSS2_YEAST,23.9984913,JD_06232014_sample3_A.raw,Condition3,3,16759680.38
sp|P40990|MSS2_YEAST,22.12291903,JD_06232014_sample3_B.raw,Condition3,3,4567328.193
sp|P40990|MSS2_YEAST,24.82155641,JD_06232014_sample3_C.raw,Condition3,3,29650568.08
sp|P40990|MSS2_YEAST,24.11176897,JD_06232014_sample4_B.raw,Condition4,4,18128660.19
sp|P40990|MSS2_YEAST,23.80396019,JD_06232014_sample4_C.raw,Condition4,4,14645561.7
sp|P40990|MSS2_YEAST,20.31507934,JD_06232014_sample4-A.raw,Condition4,4,1304512.502
sp|P40991|NOP2_YEAST,26.0675273,JD_06232014_sample1_B.raw,Condition1,1,70324658.21
sp|P40991|NOP2_YEAST,26.03937325,JD_06232014_sample1_C.raw,Condition1,1,68965583.74
sp|P40991|NOP2_YEAST,26.02204374,JD_06232014_sample1-A.raw,Condition1,1,68142131.49
sp|P40991|NOP2_YEAST,26.20004511,JD_06232014_sample2_A.raw,Condition2,2,77090252.09
sp|P40991|NOP2_YEAST,25.99318417,JD_06232014_sample2_B.raw,Condition2,2,66792564.42
sp|P40991|NOP2_YEAST,26.00715761,JD_06232014_sample2_C.raw,Condition2,2,67442636.96
sp|P40991|NOP2_YEAST,26.08130432,JD_06232014_sample3_A.raw,Condition3,3,70999440.5
sp|P40991|NOP2_YEAST,25.88983819,JD_06232014_sample3_B.raw,Condition3,3,62175298.37
sp|P40991|NOP2_YEAST,25.91760327,JD_06232014_sample3_C.raw,Condition3,3,63383468.33
sp|P40991|NOP2_YEAST,25.9334348,JD_06232014_sample4_B.raw,Condition4,4,64082842.21
sp|P40991|NOP2_YEAST,25.90891916,JD_06232014_sample4_C.raw,Condition4,4,63003085.99
sp|P40991|NOP2_YEAST,25.95989014,JD_06232014_sample4-A.raw,Condition4,4,65268798.23
sp|P40994|ARF3_YEAST,24.18255653,JD_06232014_sample1_B.raw,Condition1,1,19040348.25
sp|P40994|ARF3_YEAST,24.03745826,JD_06232014_sample1_C.raw,Condition1,1,17218525.41
sp|P40994|ARF3_YEAST,24.23071648,JD_06232014_sample1-A.raw,Condition1,1,19686679.77
sp|P40994|ARF3_YEAST,23.87371041,JD_06232014_sample2_A.raw,Condition2,2,15371028.97
sp|P40994|ARF3_YEAST,24.0100858,JD_06232014_sample2_B.raw,Condition2,2,16894915.51
sp|P40994|ARF3_YEAST,24.040769,JD_06232014_sample2_C.raw,Condition2,2,17258084.37
sp|P40994|ARF3_YEAST,24.18713193,JD_06232014_sample3_A.raw,Condition3,3,19100829.15
sp|P40994|ARF3_YEAST,23.96204677,JD_06232014_sample3_B.raw,Condition3,3,16341609.76
sp|P40994|ARF3_YEAST,23.91305599,JD_06232014_sample3_C.raw,Condition3,3,15796000.58
sp|P40994|ARF3_YEAST,24.14052705,JD_06232014_sample4_B.raw,Condition4,4,18493655.07
sp|P40994|ARF3_YEAST,23.89933528,JD_06232014_sample4_C.raw,Condition4,4,15646485.27
sp|P40994|ARF3_YEAST,24.36375461,JD_06232014_sample4-A.raw,Condition4,4,21588424.27
sp|P41057|RS29A_YEAST,30.1707093,JD_06232014_sample1_B.raw,Condition1,1,1208616419
sp|P41057|RS29A_YEAST,30.37905095,JD_06232014_sample1_C.raw,Condition1,1,1396386289
sp|P41057|RS29A_YEAST,30.38379111,JD_06232014_sample1-A.raw,Condition1,1,1400981841
sp|P41057|RS29A_YEAST,29.47507576,JD_06232014_sample2_A.raw,Condition2,2,746245848.7
sp|P41057|RS29A_YEAST,30.21253909,JD_06232014_sample2_B.raw,Condition2,2,1244172252
sp|P41057|RS29A_YEAST,30.20297871,JD_06232014_sample2_C.raw,Condition2,2,1235954691
sp|P41057|RS29A_YEAST,29.9042424,JD_06232014_sample3_A.raw,Condition3,3,1004786890
sp|P41057|RS29A_YEAST,30.07500161,JD_06232014_sample3_B.raw,Condition3,3,1131039062
sp|P41057|RS29A_YEAST,30.24111113,JD_06232014_sample3_C.raw,Condition3,3,1269058237
sp|P41057|RS29A_YEAST,30.16760894,JD_06232014_sample4_B.raw,Condition4,4,1206021884
sp|P41057|RS29A_YEAST,30.24001638,JD_06232014_sample4_C.raw,Condition4,4,1268095612
sp|P41057|RS29A_YEAST,29.65468638,JD_06232014_sample4-A.raw,Condition4,4,845181753.2
sp|P41058|RS29B_YEAST,29.28643999,JD_06232014_sample1_B.raw,Condition1,1,654782257.9
sp|P41058|RS29B_YEAST,29.56184809,JD_06232014_sample1_C.raw,Condition1,1,792506809.2
sp|P41058|RS29B_YEAST,29.19527515,JD_06232014_sample1-A.raw,Condition1,1,614686325.5
sp|P41058|RS29B_YEAST,28.67718239,JD_06232014_sample2_A.raw,Condition2,2,429231998.6
sp|P41058|RS29B_YEAST,29.28756225,JD_06232014_sample2_B.raw,Condition2,2,655291805.6
sp|P41058|RS29B_YEAST,29.34804773,JD_06232014_sample2_C.raw,Condition2,2,683349185.2
sp|P41058|RS29B_YEAST,28.71972746,JD_06232014_sample3_A.raw,Condition3,3,442078539.5
sp|P41058|RS29B_YEAST,28.96302558,JD_06232014_sample3_B.raw,Condition3,3,523286420.5
sp|P41058|RS29B_YEAST,29.3373972,JD_06232014_sample3_C.raw,Condition3,3,678323013.9
sp|P41058|RS29B_YEAST,28.98799974,JD_06232014_sample4_B.raw,Condition4,4,532423769.7
sp|P41058|RS29B_YEAST,29.3913992,JD_06232014_sample4_C.raw,Condition4,4,704194735.1
sp|P41058|RS29B_YEAST,28.69718281,JD_06232014_sample4-A.raw,Condition4,4,435223980.7
sp|P41277|GPP1_YEAST,28.491328,JD_06232014_sample1_B.raw,Condition1,1,377349991.3
sp|P41277|GPP1_YEAST,28.15961834,JD_06232014_sample1_C.raw,Condition1,1,299840150.2
sp|P41277|GPP1_YEAST,28.34176756,JD_06232014_sample1-A.raw,Condition1,1,340190487.6
sp|P41277|GPP1_YEAST,28.38201261,JD_06232014_sample2_A.raw,Condition2,2,349813956.8
sp|P41277|GPP1_YEAST,28.21845534,JD_06232014_sample2_B.raw,Condition2,2,312321217.3
sp|P41277|GPP1_YEAST,28.2406975,JD_06232014_sample2_C.raw,Condition2,2,317173610.5
sp|P41277|GPP1_YEAST,28.15794919,JD_06232014_sample3_A.raw,Condition3,3,299493445.8
sp|P41277|GPP1_YEAST,28.20744692,JD_06232014_sample3_B.raw,Condition3,3,309947133.4
